serial,year,month,day,local pressure,sea pressure,total preci,hr1 preci,min10 preci,avg temp,max temp,min temp,avg humid,min humid,sun hours,bloom
1512,1965,2,21,1003.1,1007.4,3.5,2,0.5,9.5,18.3,3.9,59,27,8.7,0
1513,1965,2,22,1006.3,1010.7,0,0,0,5.2,8.2,2.3,38,30,0,0
1514,1965,2,23,1008.1,1012.5,0,0,0,3.6,7.9,0.8,35,22,9.8,0
1515,1965,2,24,1006.7,1011.1,0,0,0,2.9,6.8,-1.1,40,31,6.9,0
1516,1965,2,25,1008.7,1013.1,0,0,0,3.8,9,-1.9,33,14,9.9,0
1517,1965,2,26,1011.2,1015.7,0,0,0,4.2,8.9,-0.9,34,19,7.7,0
1518,1965,2,27,1012.6,1017,0,0,0,5.3,9.2,-1,40,22,10.3,0
1519,1965,2,28,1010,1014.4,0,0,0,7.1,15,-0.6,43,20,10,0
1520,1965,3,1,1016.1,1020.6,0,0,0,5,10.2,1.6,37,26,7.8,0
1521,1965,3,2,1016.7,1021.3,0,0,0,2.9,5,0.9,55,41,0,0
1522,1965,3,3,1014.1,1018.6,0,0,0,3.9,7.3,0.2,70,55,3.8,0
1523,1965,3,4,1008.9,1013.3,1,1,0.5,4.1,10.4,0.1,61,35,5.6,0
1524,1965,3,5,1016.6,1021,0,0,0,3.5,8.4,-0.5,33,20,10.8,0
1525,1965,3,6,1018,1022.5,0,0,0,3.8,8.4,-1.1,41,28,10.3,0
1526,1965,3,7,1017.6,1022.1,0,0,0,4.8,8.2,-0.8,48,33,9.7,0
1527,1965,3,8,1011,1015.4,0,0,0,6.1,11.1,0.4,52,28,9.1,0
1528,1965,3,9,1006,1010.4,0,0,0,8.1,12.5,2.9,54,33,9.5,0
1529,1965,3,10,1009.3,1013.7,0,0,0,5.8,10.7,2.5,30,17,10.4,0
1530,1965,3,11,1011,1015.4,0,0,0,6.6,10.9,1.6,35,21,10.5,0
1531,1965,3,12,1001.3,1005.6,0,0,0,9,16.4,1.2,51,24,10.6,0
1532,1965,3,13,997.8,1002.1,0,0,0,7.8,12.1,4.2,36,20,11,0
1533,1965,3,14,1009.3,1013.7,0,0,0,7.6,13,4.1,29,20,11.2,0
1534,1965,3,15,1016.7,1021.1,0,0,0,7.5,13,2.7,39,12,10.6,0
1535,1965,3,16,1017.2,1021.6,0,0,0,7.1,9,5.1,65,56,0,0
1536,1965,3,17,1003.3,1007.7,41,9,2.5,6.2,7.5,5.1,85,70,0,0
1537,1965,3,18,1005,1009.3,0,0,0,8.4,15.8,3.8,64,33,8.5,0
1538,1965,3,19,1001.1,1005.5,0.5,0.5,0.5,7.6,12.3,5,78,67,5,0
1539,1965,3,20,997.2,1001.5,0,0,0,7.1,12.7,2.8,33,19,10.5,0
1540,1965,3,21,1006.2,1010.6,0,0,0,6.9,11.9,2.5,30,20,11,0
1541,1965,3,22,1007.6,1011.9,0,0,0,7.9,13.8,1.2,28,18,11,0
1542,1965,3,23,1012.9,1017.3,0,0,0,9.1,12.9,4.7,43,30,10.6,0
1543,1965,3,24,1005.5,1009.8,2,1,0.5,8.2,9.9,6.2,76,66,0,0
1544,1965,3,25,1000.2,1004.5,0,0,0,10.3,13,7.8,73,55,1.8,0
1545,1965,3,26,1001,1005.3,0,0,0,8.2,13.4,3.7,42,22,10.3,0
1546,1965,3,27,1009,1013.4,0,0,0,6,11.3,1.9,28,15,11.7,0
1547,1965,3,28,1012.9,1017.3,0,0,0,7.2,11.1,1.9,45,31,10.8,0
1548,1965,3,29,1011.6,1015.9,0,0,0,8.8,13.9,2.6,37,22,10.9,0
1549,1965,3,30,1010.1,1014.4,0,0,0,8.9,14.9,3.4,44,21,9.6,0
1550,1965,3,31,1008.3,1012.6,0,0,0,10.3,15.4,2.6,49,32,9.8,0
1551,1965,4,1,993.6,997.9,11.5,10.5,7.5,9.4,15.8,3.9,61,33,8.6,0
1552,1965,4,2,1001.6,1006,0,0,0,6.6,11.4,2.6,31,23,11.4,1
1553,1965,4,3,1008.1,1012.5,0,0,0,7.5,12.5,3.6,27,17,11.5,0
1554,1965,4,4,1012.9,1017.3,0,0,0,7.3,12.3,3.4,35,23,6.6,0
1555,1965,4,5,1011.2,1015.6,0,0,0,8,12.7,4,31,16,10.6,0
1556,1965,4,6,1013.5,1017.9,0,0,0,9.6,14.6,4.3,34,22,11.5,0
1557,1965,4,7,1017.9,1022.3,0,0,0,11.1,16.4,5.1,37,18,11.6,0
1558,1965,4,8,1015.2,1019.6,0,0,0,11.9,16.1,6.3,57,40,5.4,0
1559,1965,4,9,1006.2,1010.4,2,1.5,0.5,14.3,19.9,10.2,68,43,7.2,0
1560,1965,4,10,1001.5,1005.8,0,0,0,12.5,16.3,8.3,64,45,0.2,0
1561,1965,4,11,1006.3,1010.7,0,0,0,7.6,11.9,5,34,21,8.1,0
1562,1965,4,12,1018,1022.4,0,0,0,10.6,15.5,3.2,37,19,11.6,0
1563,1965,4,13,1018.6,1022.9,1,1,1,11.9,16.3,6.3,54,23,2.9,0
1564,1965,4,14,1007.5,1011.9,29,7,1.5,9.8,12.6,8,79,50,0.2,0
1565,1965,4,15,1012.8,1017.1,0,0,0,13.2,19.5,6.1,51,22,11.6,0
1566,1965,4,16,1012.8,1017,0,0,0,16,25.1,7.3,48,15,12.1,0
1567,1965,4,17,1012.3,1016.6,0,0,0,17.9,24.2,11.2,43,22,11,0
1568,1965,4,18,1015.4,1019.7,0,0,0,10.1,15.2,8,74,62,0.4,0
1569,1965,4,19,1017,1021.4,0.5,0.5,0.5,8.3,10,7,75,65,0,0
1570,1965,4,20,1004.7,1009,7,1.5,0.5,10.8,14.8,7,90,49,0.5,0
1571,1965,4,21,1009.7,1014.1,3,1.5,1,9,11.3,6.9,67,51,0,0
1572,1965,4,22,1018.5,1022.9,0,0,0,9.7,13.6,4.8,45,30,11,0
1573,1965,4,23,1016.8,1021.2,2,1,0.5,11.9,14.6,8,61,41,0,0
1574,1965,4,24,1008.3,1012.5,0,0,0,16.8,21.2,14,65,50,6.5,0
1575,1965,4,25,1012,1016.3,0,0,0,15.9,19.8,12,49,29,12.2,0
1576,1965,4,26,1007.5,1011.8,9.5,3,1,14,19,10.1,79,56,0.4,0
1577,1965,4,27,1001.8,1006,0.5,0.5,0.5,15.4,21.5,11.9,53,21,5.3,0
1578,1965,4,28,1007.5,1011.9,0,0,0,11.1,12.6,9.6,55,44,0,0
1579,1965,4,29,1003.4,1007.8,21,3.5,1,7.3,11.1,5.8,78,57,0,0
1580,1965,4,30,1005,1009.4,0,0,0,8.5,10.3,5.2,80,69,0,0
1581,1965,5,1,1014.9,1019.3,0,0,0,12.6,16.4,9,59,32,6,0
1582,1965,5,2,1021.5,1025.8,0,0,0,13.9,19.2,7.4,57,45,8.5,0
1583,1965,5,3,1011,1015.3,64.5,13,3.5,12.1,14.7,10.3,85,67,0,0
1584,1965,5,4,1003.6,1007.9,0.5,0.5,0,15.9,21.8,10.1,63,34,12.8,0
1585,1965,5,5,1015.5,1019.9,2,1,0.5,11,13.4,9.1,78,65,1,0
1586,1965,5,6,1009,1013.3,0.5,0.5,0.5,12.4,15.7,9.1,86,74,0,0
1587,1965,5,7,1005.5,1009.8,0,0,0,14.7,18.1,11.3,82,71,0,0
1588,1965,5,8,1009.6,1013.9,0,0,0,19.2,25.3,11,54,25,12.4,0
1589,1965,5,9,1008.1,1012.4,0,0,0,18.2,22.5,13.4,71,53,11.3,0
1590,1965,5,10,1001,1005.1,0,0,0,18.6,21.6,15.2,72,59,6.6,0
1591,1965,5,11,1002.8,1007,5.5,5.5,4,16.4,22.1,12,70,49,4.1,0
1592,1965,5,12,1015.4,1019.7,0,0,0,16.5,21.4,10.7,46,20,12.3,0
1593,1965,5,13,1016.6,1020.8,0,0,0,17.8,21.3,12.6,64,49,12.6,0
1594,1965,5,14,1008.2,1012.4,24,4.5,2.5,16.5,19.4,13.5,78,59,2.2,0
1595,1965,5,15,999.6,1003.7,13.5,4.5,1,18.9,23.9,14.9,71,49,7.1,0
1596,1965,5,16,1003.6,1007.7,0,0,0,18,20.5,15.7,71,49,0.4,0
1597,1965,5,17,1001.5,1005.6,0.5,0.5,0.5,18.9,24,14.7,73,56,10,0
1598,1965,5,18,1009.1,1013.3,0,0,0,19.7,23.6,16.3,48,18,11.4,0
1599,1965,5,19,1012.4,1016.6,0,0,0,20.4,25.8,14.3,59,30,6.8,0
1600,1965,5,20,1011.4,1015.6,50,20.5,7,20.4,25.1,16.9,75,48,8.2,0
1601,1965,5,21,997.2,1001.3,7.5,7.5,2.5,23.2,26.6,20,71,54,7.7,0
1602,1965,5,22,1003,1007.1,0,0,0,20.9,25.4,16.1,51,28,11.2,0
1603,1965,5,23,1009.6,1013.8,0,0,0,20.9,25.6,15.8,60,43,10.2,0
1604,1965,5,24,1004.9,1009.1,13.5,2.5,1,19.2,23.7,16.2,77,50,4.6,0
1605,1965,5,25,1006,1010.2,0,0,0,20.8,25.8,15.6,76,57,8.3,0
1606,1965,5,26,1009.1,1013.4,22.5,5,1.5,18.5,21.1,16.6,88,76,0,0
1607,1965,5,27,995,999.1,118,32,6.5,19.5,25.8,16.4,84,67,3.7,0
1608,1965,5,28,999.7,1003.9,0.5,0.5,0.5,15.1,17.1,14.4,83,73,0,0
1609,1965,5,29,1008.8,1013.1,12,1.5,0.5,12.9,14.6,11.4,90,81,0,0
1610,1965,5,30,1011.2,1015.5,44.5,11.5,3.5,13.1,14.5,11.1,95,87,0,0
1611,1965,5,31,1006.3,1010.5,20.5,14.5,3.5,18.1,22.5,13.6,81,62,9.7,0
1612,1965,6,1,1008.9,1013.1,4,3,2,19.7,23.3,16.6,81,62,4.6,0
1613,1965,6,2,1005.4,1009.5,0,0,0,22.5,26.2,19,73,53,9.9,0
1614,1965,6,3,1003.1,1007.2,19.5,7,2.5,21.2,25.9,16.6,74,48,4.5,0
1615,1965,6,4,996,1000.2,31.5,6,1.5,15.8,17.4,14.9,93,83,0,0
1616,1965,6,5,1002.2,1006.3,0,0,0,19,24.6,13.4,75,36,10,0
1617,1965,6,6,1006.5,1010.7,0,0,0,21.7,25.6,18.1,71,52,10.6,0
1618,1965,6,7,1006.8,1010.9,0,0,0,22,25.1,18.8,76,61,8,0
1619,1965,6,8,1010.7,1014.9,0,0,0,19.7,22.9,17.2,59,48,7.9,0
1620,1965,6,9,1013,1017.2,0,0,0,19.7,24.1,15.6,67,47,7.1,0
1621,1965,6,10,1011.6,1015.8,0,0,0,22.2,27,16.5,65,36,11.5,0
1622,1965,6,11,1009,1013.1,0,0,0,23,27.1,19.6,60,24,7.7,0
1623,1965,6,12,1006.9,1011,17,11,4.5,21.4,25.2,19.2,79,47,4,0
1624,1965,6,13,1004.4,1008.6,19,6,4,19.8,22.9,18.1,82,62,0,0
1625,1965,6,14,1006.7,1011,34.5,5,1,17.4,19.1,16.1,94,86,0,0
1626,1965,6,15,1006.9,1011.1,0,0,0,19.9,24.1,15.9,75,52,10.3,0
1627,1965,6,16,1003.8,1008,0,0,0,21.3,25,18.1,79,60,0.2,0
1628,1965,6,17,1004.6,1008.8,0,0,0,21.3,24.5,18.5,80,62,2.6,0
1629,1965,6,18,1004,1008.1,0,0,0,22.2,25.4,20.3,78,66,2.3,0
1630,1965,6,19,1006.9,1011.1,3,1,0.5,21.3,24.3,19.6,84,58,1,0
1631,1965,6,20,1004.7,1008.9,5.5,3,2,23,28.4,19.9,86,63,0.8,0
1632,1965,6,21,1001.8,1005.9,9,2.5,1,22.6,25.2,20.6,86,73,0,0
1633,1965,6,22,1004.3,1008.4,2,1,0.5,21.1,22.4,19.9,88,77,0,0
1634,1965,6,23,1004,1008.1,0,0,0,22.5,26,19.4,77,60,5,0
1635,1965,6,24,1002.2,1006.3,0,0,0,23.3,27.6,19,74,57,4.7,0
1636,1965,6,25,1005.8,1009.9,0,0,0,22.3,27.4,18.6,68,44,11.1,0
1637,1965,6,26,1006.1,1010.3,4,1.5,0.5,21.5,25.9,17.5,80,60,3.6,0
1638,1965,6,27,995.8,999.8,69.5,27,7,24.4,31,19.6,77,52,6.7,0
1639,1965,6,28,1001.1,1005.2,1,0.5,0.5,23.1,25.5,21.1,83,76,0.2,0
1640,1965,6,29,1003.4,1007.5,0,0,0,26.5,31,21.9,79,60,8,0
1641,1965,6,30,1002.1,1006.1,0,0,0,27.3,31.2,24,70,57,6.2,0
1642,1965,7,1,998.9,1003,0,0,0,25.1,28.7,22.4,70,49,2,0
1643,1965,7,2,998.9,1003,0,0,0,25.3,31.2,20.5,64,33,10.4,0
1644,1965,7,3,998.8,1002.9,5.5,3,1,21.3,23.8,20,83,76,1.8,0
1645,1965,7,4,1002.1,1006.2,0,0,0,22.1,24.2,19.3,82,72,0.2,0
1646,1965,7,5,997.5,1001.6,22,8.5,3.5,23.4,25.2,21.6,86,71,0,0
1647,1965,7,6,1001.9,1006,0,0,0,25.3,29.5,21.6,78,60,4.1,0
1648,1965,7,7,1007.4,1011.5,3,1.5,1,23.8,26.6,22.3,85,72,0,0
1649,1965,7,8,1007.8,1011.9,0,0,0,21.9,23.6,20.5,86,79,0,0
1650,1965,7,9,1005.2,1009.3,2.5,1,0.5,23.1,26.4,20.6,83,71,0,0
1651,1965,7,10,1006.8,1011,0,0,0,22.1,24.6,20.5,76,62,0.4,0
1652,1965,7,11,999.2,1003.3,3.5,1.5,0.5,24,27.3,20.1,81,67,0.3,0
1653,1965,7,12,1000.1,1004.2,1,0.5,0.5,24.3,25.8,22.5,81,67,0,0
1654,1965,7,13,1004.5,1008.7,10.5,5,4,23.6,26,21.7,82,75,0,0
1655,1965,7,14,1009.9,1014,0,0,0,25.6,29.5,21,77,58,3.5,0
1656,1965,7,15,1009,1013.1,0,0,0,27,31.1,22,74,59,8.7,0
1657,1965,7,16,1006,1010.1,2,2,2,28.4,33.6,23.9,68,44,9.6,0
1658,1965,7,17,1000.4,1004.5,4,2,0.5,25.2,28,24,83,67,0,0
1659,1965,7,18,998.4,1002.5,2,1,0.5,25,27.1,23.3,85,76,0.1,0
1660,1965,7,19,1002.8,1006.9,0,0,0,26.7,31.3,22.6,73,43,10.6,0
1661,1965,7,20,1002.9,1007,9.5,6,4,23.1,26.8,19.1,81,73,0.9,0
1662,1965,7,21,999.5,1003.6,4,1.5,0.5,18.5,20.2,17.8,91,82,0,0
1663,1965,7,22,998.8,1002.9,9.5,5.5,1.5,19.1,21,17.1,87,79,0,0
1664,1965,7,23,998.7,1002.8,11,2,0.5,20.3,21.5,19.1,91,86,0,0
1665,1965,7,24,1004.1,1008.3,7,3,1,21.6,25,19.4,86,68,2,0
1666,1965,7,25,1007.1,1011.3,0,0,0,23.8,27.5,20.7,78,60,5.7,0
1667,1965,7,26,1010.5,1014.6,0,0,0,24.5,27,21.8,78,65,1.1,0
1668,1965,7,27,1010.8,1014.9,0,0,0,25.2,27.7,22.8,79,70,6.7,0
1669,1965,7,28,1008.4,1012.5,0,0,0,26,29.4,23.7,81,71,6.5,0
1670,1965,7,29,1004.4,1008.4,0,0,0,27.7,32.3,23.4,77,59,10,0
1671,1965,7,30,997.8,1001.8,0,0,0,28.7,33.4,24,70,53,10.4,0
1672,1965,7,31,998.5,1002.5,0,0,0,27.9,31.5,25,69,55,7.2,0
1673,1965,8,1,1002.6,1006.7,0,0,0,27.6,31.5,24.3,67,52,10.6,0
1674,1965,8,2,1005,1009,0,0,0,27.5,32.1,24.1,74,56,8.6,0
1675,1965,8,3,1007.1,1011.2,0,0,0,25.9,29.5,22.7,77,64,2.2,0
1676,1965,8,4,1004.4,1008.5,0,0,0,27.7,32.4,23.5,72,55,10.5,0
1677,1965,8,5,1002.1,1006.2,0,0,0,28,32.5,24.6,73,52,7.9,0
1678,1965,8,6,999.5,1003.6,0,0,0,27.9,31,25.1,80,63,9,0
1679,1965,8,7,996.3,1000.3,0,0,0,29.7,34.4,26.3,62,44,12.3,0
1680,1965,8,8,1000.5,1004.6,0,0,0,27.4,30.6,25.1,69,55,3.9,0
1681,1965,8,9,1002.3,1006.4,0,0,0,27.6,31.9,23.8,67,45,10.2,0
1682,1965,8,10,1003.5,1007.5,0,0,0,27,31.1,23.9,70,52,9.3,0
1683,1965,8,11,1004.8,1008.8,0,0,0,27.6,31.2,23.5,71,56,6.4,0
1684,1965,8,12,1004.3,1008.3,0,0,0,28.9,33.1,24.8,67,48,7.6,0
1685,1965,8,13,1005,1009.1,42,41,30,28.2,33.6,23.5,70,50,8.1,0
1686,1965,8,14,1006.7,1010.8,0,0,0,25,28,22.5,79,67,1.7,0
1687,1965,8,15,1008.6,1012.7,0,0,0,25.2,28.5,22.6,74,61,4.6,0
1688,1965,8,16,1012,1016,1.5,1,0.5,25.2,28.5,21.5,75,57,3.9,0
1689,1965,8,17,1014.7,1018.8,0,0,0,26.2,31,22.1,69,49,8.5,0
1690,1965,8,18,1014.7,1018.8,0,0,0,26.7,31.2,22.4,72,48,6.9,0
1691,1965,8,19,1012.3,1016.3,0,0,0,27.4,31.9,23.7,69,46,8.9,0
1692,1965,8,20,1009.6,1013.7,0,0,0,27.8,32.4,24.2,73,42,7.3,0
1693,1965,8,21,1006.2,1010.3,108,34,18,25.4,26.6,24.2,89,84,0,0
1694,1965,8,22,1000.4,1004.5,42.5,23,8.5,25.6,29.1,23.5,85,71,1.4,0
1695,1965,8,23,999.2,1003.2,40.5,19.5,4.5,28.6,35,23,70,42,8.5,0
1696,1965,8,24,1005.1,1009.2,0,0,0,28.2,33.3,23.5,63,52,11.4,0
1697,1965,8,25,1003.3,1007.3,0,0,0,27.5,31.7,24.3,70,50,6.4,0
1698,1965,8,26,1006.5,1010.5,0,0,0,25.5,29.6,22.3,54,42,8.5,0
1699,1965,8,27,1009.6,1013.7,0,0,0,24.4,29.2,19.9,64,43,10.9,0
1700,1965,8,28,1010.3,1014.4,0,0,0,24.8,29.5,21,69,51,9.7,0
1701,1965,8,29,1011.6,1015.7,0,0,0,24.6,29.7,20.1,69,48,7.3,0
1702,1965,8,30,1012.9,1017,0,0,0,24,28.4,20.6,67,46,11.3,0
1703,1965,8,31,1011.2,1015.3,0,0,0,23.6,27.2,20.9,65,49,8.4,0
1704,1965,9,1,1006.6,1010.7,0,0,0,23.8,27.8,20.5,66,54,6,0
1705,1965,9,2,1003.8,1007.9,0,0,0,23.7,26,21.1,72,61,0.4,0
1706,1965,9,3,1001.3,1005.4,0,0,0,24.9,29.9,21.7,71,49,4.7,0
1707,1965,9,4,998.1,1002.2,0,0,0,24.6,28.5,20.7,71,59,4.3,0
1708,1965,9,5,998.1,1002.2,0,0,0,24.6,29.3,19.8,64,39,10.3,0
1709,1965,9,6,998.4,1002.5,6,2.5,2,21.4,23.9,19.5,77,63,0,0
1710,1965,9,7,999.2,1003.3,0,0,0,23.5,26.9,19.9,73,53,0.9,0
1711,1965,9,8,1008.2,1012.3,0,0,0,22.2,24.6,20,69,49,0.3,0
1712,1965,9,9,1011,1015.2,35.5,7,3.5,19.4,20.5,18.6,93,80,0,0
1713,1965,9,10,998.9,1003,23.5,11,5,23.8,28,18.3,85,72,2.1,0
1714,1965,9,11,998.1,1002.2,0,0,0,25.1,28.8,22.1,75,63,10.7,0
1715,1965,9,12,1007.2,1011.4,0,0,0,21.5,23.1,20.4,71,64,1,0
1716,1965,9,13,1014.4,1018.6,5.5,2,0.5,19.6,22.4,16.7,75,62,2.5,0
1717,1965,9,14,1013.9,1018.1,37,11.5,5.5,19.1,20.9,16.4,93,89,0,0
1718,1965,9,15,1010.9,1015,21,7.5,5.5,23.1,27.5,19.2,91,78,1.5,0
1719,1965,9,16,1003.6,1007.7,35,30,8.5,24.5,26.8,22.6,89,76,1.2,0
1720,1965,9,17,994.6,998.6,18.5,9,4,25.8,28.9,23.4,85,72,4.8,0
1721,1965,9,18,995.8,999.9,0,0,0,24,28,20.1,50,33,10.2,0
1722,1965,9,19,1011.4,1015.5,0,0,0,22.2,26.9,17.5,57,44,10,0
1723,1965,9,20,1014.2,1018.4,0,0,0,22.4,27.1,18.3,64,40,9.6,0
1724,1965,9,21,1015.2,1019.4,0,0,0,22.9,26.9,18.3,64,39,8.4,0
1725,1965,9,22,1015.5,1019.7,0,0,0,22.7,27.1,19.5,65,43,3.4,0
1726,1965,9,23,1014.7,1018.9,0,0,0,22,24.3,20.1,70,51,0,0
1727,1965,9,24,1012.8,1017,0,0,0,21.7,25,19.2,64,46,2,0
1728,1965,9,25,1010.7,1015,21.5,4,1,17.9,19.8,16.2,83,73,0,0
1729,1965,9,26,1005.8,1010,1,0.5,0.5,18.6,21.5,16.2,73,62,1.1,0
1730,1965,9,27,1002.7,1006.9,0,0,0,20.7,27.1,13.9,64,39,8.3,0
1731,1965,9,28,1001.7,1005.9,0,0,0,21.3,26.8,18.3,65,41,6,0
1732,1965,9,29,1010.1,1014.3,0,0,0,18.8,22.2,15.3,54,35,9.5,0
1733,1965,9,30,1010.4,1014.6,0,0,0,19.5,24.5,14,62,29,9.4,0
1734,1965,10,1,1014.5,1018.7,0,0,0,18.5,23.4,14.5,65,49,7.2,0
1735,1965,10,2,1015.1,1019.4,0,0,0,17.1,21.1,13.3,60,43,9.6,0
1736,1965,10,3,1013.7,1017.9,0,0,0,16.9,21.3,12.9,44,31,9.5,0
1737,1965,10,4,1013.4,1017.7,0,0,0,16,22.4,10.4,51,23,10.1,0
1738,1965,10,5,1008.7,1012.9,0,0,0,19.7,26.8,11,48,17,10.6,0
1739,1965,10,6,1007.9,1012.1,0,0,0,20.4,25,16.1,60,44,4.6,0
1740,1965,10,7,1005,1009.1,17.5,5.5,2.5,18.7,21.5,16.4,83,68,1.9,0
1741,1965,10,8,1007,1011.3,0.5,0.5,0,16.6,18.2,14.1,65,53,0.5,0
1742,1965,10,9,1007.6,1011.9,0,0,0,15.7,20.8,11,51,34,9.9,0
1743,1965,10,10,1014.6,1018.9,0,0,0,16.1,21,10.4,49,38,9.2,0
1744,1965,10,11,1019.4,1023.6,0,0,0,16.7,21,12.2,48,32,8.6,0
1745,1965,10,12,1021.1,1025.3,0,0,0,15.9,20.8,10.3,56,35,10.2,0
1746,1965,10,13,1022.1,1026.4,0,0,0,16.1,20.3,10.9,59,39,8.3,0
1747,1965,10,14,1014,1018.3,6,4.5,3,17.7,20.9,13.7,74,64,0.2,0
1748,1965,10,15,1004.1,1008.3,9,4.5,1,20.1,25.7,15.4,66,28,8.3,0
1749,1965,10,16,1010.6,1014.8,0,0,0,17.6,21.5,12.5,60,35,10.1,0
1750,1965,10,17,1013.4,1017.7,0.5,0.5,0,16.7,21.6,13.1,70,50,4.3,0
1751,1965,10,18,1015,1019.3,0.5,0.5,0,15.2,17.5,12.9,75,65,1.2,0
1752,1965,10,19,1013.3,1017.5,0.5,0.5,0.5,15.6,17.9,14.1,66,56,0.4,0
1753,1965,10,20,1016.3,1020.6,0,0,0,14.9,17.8,11.8,71,58,1.8,0
1754,1965,10,21,1017.1,1021.3,0,0,0,16.8,22.3,10.4,67,39,9.4,0
1755,1965,10,22,1018.1,1022.4,0,0,0,15.4,18.3,12.1,60,54,4.4,0
1756,1965,10,23,1012.6,1017,0,0,0,14,16.6,11.9,62,56,1.2,0
1757,1965,10,24,1012.7,1017,0,0,0,16.4,20.4,11.1,63,47,8.7,0
1758,1965,10,25,1016.9,1021.1,0,0,0,16.8,21,13.4,72,51,5.1,0
1759,1965,10,26,1018.3,1022.5,0,0,0,17,22,11.9,68,34,9.5,0
1760,1965,10,27,1015.6,1019.9,0,0,0,17.5,22.8,12,69,53,9.7,0
1761,1965,10,28,1012.8,1017,0,0,0,18.1,23.9,12.2,56,26,9.8,0
1762,1965,10,29,1013.6,1017.8,0,0,0,17.8,23.7,11.5,64,45,9,0
1763,1965,10,30,1019.9,1024.2,0,0,0,17,20.4,13.1,63,56,6.1,0
1764,1965,10,31,1007.8,1012,18.5,3.5,1.5,14.6,16.2,13.1,94,76,0,0
1765,1965,11,1,1008.6,1012.8,0,0,0,18.5,22.8,12.3,56,33,7.7,0
1766,1965,11,2,1010.2,1014.5,5,2,1,14.8,17.9,13.2,84,50,0.3,0
1767,1965,11,3,1007.5,1011.8,0,0,0,15.8,21.5,11.4,64,31,8.4,0
1768,1965,11,4,1018.2,1022.5,1.5,1.5,0.5,15.3,18.4,10.1,53,42,9.1,0
1769,1965,11,5,1007.7,1012,13,6.5,2,18.4,24.9,12.1,69,40,7.7,0
1770,1965,11,6,1017.2,1021.5,0,0,0,17.8,22.9,14.1,51,26,9.5,0
1771,1965,11,7,1018.2,1022.5,0,0,0,14.9,17,12.9,67,60,0,0
1772,1965,11,8,1009.8,1014.1,1.5,1,0.5,15.7,18.3,13.9,79,65,0.1,0
1773,1965,11,9,998.5,1002.7,22.5,11.5,5,14.9,23.7,13,77,43,2.9,0
1774,1965,11,10,1007.4,1011.7,0,0,0,13.9,19.3,9.8,46,35,8.8,0
1775,1965,11,11,1013.4,1017.7,0,0,0,10.9,14.8,8,39,31,4.3,0
1776,1965,11,12,1015.3,1019.6,0,0,0,9.3,14.1,5.2,49,34,9.5,0
1777,1965,11,13,1018.7,1023,0,0,0,10.3,14.4,5.4,49,29,8.7,0
1778,1965,11,14,1005.5,1009.8,0,0,0,15,21.1,7,49,37,4,0
1779,1965,11,15,1018.4,1022.7,0,0,0,11.6,14.3,8.7,42,31,8.5,0
1780,1965,11,16,1011.6,1016,0,0,0,14,19.5,8.1,56,46,0.7,0
1781,1965,11,17,1018.7,1023.1,0,0,0,11.2,14.2,9,39,28,4.2,0
1782,1965,11,18,1024.7,1029.1,0,0,0,10,13.5,5.9,44,31,6.6,0
1783,1965,11,19,1020.3,1024.7,12.5,4,2.5,11.4,17.3,5.4,73,47,3.6,0
1784,1965,11,20,1010.2,1014.5,8.5,3.5,1.5,15.1,19.8,9.4,80,63,1.5,0
1785,1965,11,21,1012.9,1017.2,0.5,0,0,12.5,19.7,7.4,66,33,6.2,0
1786,1965,11,22,1026.5,1031,0,0,0,9.4,12.4,6.2,50,40,6.2,0
1787,1965,11,23,1023.2,1027.6,3,2,1,9.1,10.9,6.9,65,51,0,0
1788,1965,11,24,1013.8,1018.2,0.5,1,0.5,13.6,17.9,8.2,66,51,7.2,0
1789,1965,11,25,1009.8,1014.2,55.5,5,1,10.3,13.2,6.5,85,79,0,0
1790,1965,11,26,1002.7,1007.1,7.5,4.5,2,9.6,13.6,6.4,78,48,3.9,0
1791,1965,11,27,1018.7,1023.1,0,0,0,9.4,13.6,4.7,52,33,8.9,0
1792,1965,11,28,1023.7,1028.1,0,0,0,9,14.3,4.6,63,45,8.5,0
1793,1965,11,29,1014.9,1019.3,0,0,0,9.2,12.7,4.9,69,54,3.2,0
1794,1965,11,30,1003.3,1007.6,0,0,0,11.5,16.4,7,64,46,0,0
1795,1965,12,1,1008.3,1012.7,0,0,0,8.5,12.5,4.7,51,35,6.9,0
1796,1965,12,2,1022.8,1027.3,0,0,0,6.6,10.2,2.5,53,42,5.7,0
1797,1965,12,3,1020.2,1024.6,0,0,0,9.2,13.9,3,60,41,7.1,0
1798,1965,12,4,1010.5,1014.8,2.5,1.5,0.5,11.6,17,7.2,75,68,2.6,0
1799,1965,12,5,1009.5,1013.9,0,0,0,10.4,13.4,8,59,46,3.6,0
1800,1965,12,6,1008.6,1013.1,0,0,0,5.6,10.1,2.6,54,28,7.2,0
1801,1965,12,7,1016.5,1021,0,0,0,4,7.5,1,48,36,2.3,0
1802,1965,12,8,1010.1,1014.5,0,0,0,6.6,11.7,-0.4,52,30,8.5,0
1803,1965,12,9,1009.8,1014.2,0,0,0,8.6,14.4,2.2,52,31,7.6,0
1804,1965,12,10,1013.5,1017.9,0,0,0,7.7,11.9,3.6,54,39,5,0
1805,1965,12,11,1010.6,1015,7,2.5,0.5,6.1,8.6,3.1,72,51,0,0
